code,num
C1072,801.705
C1128,1003.9933333333333
C1456,606.74625
C1840,501.8325
C1332,996.455
C1563,1677.3927272727271
C1794,1153.5166666666667
C1640,529.8925
C1377,389.71
C2072,296.1975
C1472,467.604
C1006,192.5221052631579
C1083,443.576
C1311,381.295
C2676,235.53
C2318,410.45000000000005
C1603,536.7375
C2523,356.7833333333333
C2177,117.11833333333334
C2411,829.2940000000001
C2033,180.6742105263158
C1604,535.72
C2535,546.225
C1040,511.775
C2417,427.475
C1812,104.05333333333333
C2253,126.5095
C1294,566.3933333333333
C1772,459.5133333333333
C2646,586.99
C1152,916.1766666666666
C2423,217.69
C1844,531.9966666666667
C1318,345.59999999999997
C1729,81.78636363636363
C1602,353.06666666666666
C1239,441.7575
C1721,744.2383333333333
C1902,938.05
C1855,446.5325
C2600,520.766
C1071,555.4359999999999
C2295,431.7
C1621,649.14
C1852,926.3377777777779
C2555,1179.3200000000002
C1297,423.674
C2323,575.3575
C2215,368.7575
C2112,372.155
C1830,886.4555555555556
C2602,323.885
C2608,980.72875
C1215,644.845
C2369,635.9849999999999
C1158,340.45666666666665
C1887,709.8541666666666
C1189,341.12874999999997
C1637,588.505
C1225,225.78333333333333
C2374,394.4166666666667
C2397,640.7433333333333
C1105,977.6630000000001
C1782,482.26000000000005
C1629,265.7966666666667
C1708,296.6588888888889
C2144,595.1685714285715
C1617,767.64
C1149,628.0625
C1323,617.4257142857142
C1064,774.516
C1019,315.6725
C2269,689.726
C1416,933.9499999999999
C1250,974.1999999999999
C1741,469.1566666666667
C1016,720.9125
C2675,935.85
C2436,629.422
C2039,850.705
C1253,894.8233333333334
C2028,1015.3560000000001
C1166,336.94500000000005
C1135,302.83375
C1216,333.07
C1593,258.1225
C1826,295.2266666666667
C1827,466.09
C1564,254.90714285714284
C1495,930.226
C2653,939.5775
C1392,639.6983333333334
C2128,360.335
C1282,685.445
C1521,1210.4244444444444
C2076,949.63
C1060,691.97
C2473,1098.5681818181818
C2557,946.1357142857142
C1835,878.9014285714286
C2224,887.815
C2222,464.1842857142857
C2430,808.9666666666667
C2497,919.345
C1494,1208.8133333333333
C1457,696.8333333333334
C1525,927.9211764705882
C1712,695.5533333333333
C2267,922.106
C1623,306.4866666666667
C2131,630.2733333333333
C2691,1148.57
C1147,809.8385714285714
C1692,896.07
C1570,868.41
C1474,182.06
C1633,187.17999999999998
C2113,704.19
C2175,947.6966666666667
C2303,1380.428
C2547,582.94
C2292,817.0840000000001
C1496,845.9433333333333
C1289,380.198
C1849,774.1940000000001
C1003,345.32
C2268,482.7818181818182
C2551,549.3283333333334
C2688,167.34666666666666
C1030,163.89166666666668
C1327,191.79999999999998
C2451,636.755
C1749,562.0055555555556
C1349,309.86571428571426
C2043,312.1842857142857
C1229,318.2275
C2363,552.9666666666666
C1414,576.0557142857143
C2174,566.894
C2091,147.036
C2335,266.22
C1841,96.402
C2404,162.233
C1683,378.525
C1038,385.17833333333334
C2456,279.58000000000004
C1266,521.022
C2152,86.875
C1267,425.0872727272727
C2189,290.5925
