code,num
C1072,681.885
C1128,1030.1633333333332
C1456,638.66375
C1840,513.2275
C1332,985.0975000000001
C1563,1672.4354545454546
C1794,1188.4166666666667
C1640,412.26
C1377,372.82
C2072,319.0825
C1472,455.35599999999994
C1006,207.28052631578947
C1083,408.81
C1311,388.52875
C2676,250.022
C2318,398.065
C1603,459.57
C2523,336.15333333333336
C2177,142.75722222222223
C2411,709.196
C2033,217.86315789473682
C1604,500.295
C2535,502.71000000000004
C1040,538.415
C2417,393.54499999999996
C1812,133.89600000000002
C2253,181.138
C1294,553.4033333333333
C1772,404.8833333333334
C2646,557.835
C1152,850.19
C2423,216.745
C1844,510.03999999999996
C1318,284.91
C1729,92.31863636363636
C1602,255.54
C1239,421.2
C1721,641.4183333333334
C1902,849.35375
C1855,309.0875
C2600,392.25
C1071,438.918
C2295,436.05600000000004
C1621,595.6728571428572
C1852,805.4566666666666
C2555,1383.8139999999999
C1297,377.924
C2323,587.6
C2215,374.415
C2112,323.75166666666667
C1830,757.5
C2602,336.15999999999997
C2608,1014.2225
C1215,622.4116666666667
C2369,589.44
C1158,287.46
C1887,474.03833333333336
C1189,271.1
C1637,454.2166666666667
C1225,161.77666666666667
C2374,389.3733333333333
C2397,580.85
C1105,916.9639999999999
C1782,371.4
C1629,173.75
C1708,294.8544444444444
C2144,541.3614285714285
C1617,806.32
C1149,540.7925
C1323,447.7214285714286
C1064,763.9280000000001
C1019,301.5125
C2269,655.839
C1416,800.6700000000001
C1250,971.86
C1741,450.67
C1016,666.6575
C2675,977.2975
C2436,587.9359999999999
C2039,792.7866666666667
C1253,830.1366666666667
C2028,1000.3280000000001
C1166,299.91499999999996
C1135,315.47
C1216,315.09
C1593,222.13
C1826,264.81333333333333
C1827,437.662
C1564,240.40285714285713
C1495,928.376
C2653,833.7725
C1392,551.8416666666667
C2128,374.85
C1282,618.2766666666666
C1521,1163.3755555555556
C2076,1007.0799999999999
C1060,624.6114285714285
C2473,1125.55
C2557,670.3985714285715
C1835,859.4214285714286
C2224,718.31
C2222,399.41285714285715
C2430,769.275
C2497,799.1175000000001
C1494,839.2766666666666
C1457,593.6933333333333
C1525,1056.204705882353
C1712,536.145
C2267,918.5780000000001
C1623,309.99333333333334
C2131,565.4733333333334
C2691,1011.32
C1147,785.9242857142857
C1692,883.908
C1570,885.065
C1474,176.26999999999998
C1633,145.31666666666666
C2113,643.8125
C2175,823.2183333333334
C2303,1379.114
C2547,560.31
C2292,832.2700000000001
C1496,675.7733333333334
C1289,333.744
C1849,694.846
C1003,313.95
C2268,433.39909090909094
C2551,556.73
C2688,149.64333333333335
C1030,167.76
C1327,165.59333333333333
C2451,651.5925
C1749,588.2255555555556
C1349,286.42857142857144
C2043,307.83
C1229,281.80125
C2363,550.8100000000001
C1414,575.3342857142858
C2174,535.1600000000001
C2091,118.90599999999999
C2335,337.35
C1841,110.31199999999998
C2404,173.2655
C1683,402.39
C1038,349.4666666666667
C2456,274.665
C1266,476.578
C2152,84.23
C1267,384.3181818181818
C2189,275.6175
