code,num
C1072,653.340425
C1128,1024.8751777777777
C1456,577.1921333333333
C1840,550.86535
C1332,1092.4297
C1563,1537.0346363636365
C1794,1177.9054333333333
C1640,346.033
C1377,393.65908
C2072,320.47204999999997
C1472,494.43528000000003
C1006,150.72225925925926
C1083,428.0188
C1311,299.946325
C2676,302.9611869565217
C2318,329.47670000000005
C1603,475.76195
C2523,371.9046
C2177,195.50232799999998
C2411,748.59668
C2033,164.561656
C1604,541.6096
C2535,538.375
C1040,493.9693
C2417,403.5834
C1812,178.20695555555557
C2253,254.6153741935484
C1294,459.56913333333335
C1772,387.01773333333335
C2646,522.4774
C1152,870.4420666666666
C2423,139.25119999999998
C1844,538.5125333333334
C1318,232.96400000000003
C1729,93.420296
C1602,283.8238
C1239,431.56925
C1721,556.8217
C1902,856.04765
C1855,300.7544
C2600,413.37432
C1071,452.88631999999996
C2295,447.30192
C1621,568.5215428571429
C1852,747.3803333333333
C2555,1420.27848
C1297,398.81532
C2323,592.8935
C2215,389.51035
C2112,382.5834
C1830,778.7411111111111
C2602,304.52325
C2608,884.487725
C1215,694.3825999999999
C2369,587.8003
C1158,300.5016
C1887,433.0006333333333
C1189,290.4712
C1637,363.54016666666666
C1225,130.64966666666666
C2374,439.53479999999996
C2397,549.1567333333334
C1105,994.58714
C1782,439.23144
C1629,118.13799999999999
C1708,339.83855555555556
C2144,631.7203142857143
C1617,908.82935
C1149,550.03756
C1323,384.57665714285713
C1064,758.8784800000001
C1019,331.48495
C2269,600.0056000000001
C1416,780.4067142857142
C1250,906.5561333333334
C1741,479.1462666666667
C1016,735.5198
C2675,872.300275
C2436,689.11232
C2039,874.0675
C1253,903.6195333333334
C2028,951.85576
C1166,277.4616
C1135,282.027
C1216,332.66226666666665
C1593,186.31459999999998
C1826,258.7970666666667
C1827,449.14423999999997
C1564,264.42145714285715
C1495,958.9492
C2653,833.90235
C1392,593.9745
C2128,342.7442
C1282,604.1982666666667
C1521,1120.7551333333333
C2076,905.3103
C1060,585.5410285714287
C2473,1161.4044000000001
C2557,697.1242857142857
C1835,866.3891428571429
C2224,698.2560000000001
C2222,412.6752
C2430,662.5170666666667
C2497,410.1327
C1494,828.6792
C1457,606.6341333333334
C1525,925.2690588235295
C1712,491.37789999999995
C2267,866.2247799999999
C1623,284.0808333333334
C2131,540.3809
C2691,986.8126000000001
C1147,883.108257142857
C1692,905.1001200000001
C1570,861.68655
C1474,143.07135
C1633,138.26426666666666
C2113,539.88235
C2175,795.6657666666666
C2303,1478.3271333333334
C2547,544.9198666666667
C2292,775.1580799999999
C1496,657.4584666666666
C1289,417.02335999999997
C1849,755.47356
C1003,310.408225
C2268,429.73260000000005
C2551,635.1636
C2688,94.48573333333333
C1030,18.7444
C1327,89.5078
C2451,582.49515
C1749,474.7626888888889
C1349,235.89614285714285
C2043,223.8743142857143
C1229,202.26985
C2363,364.27610000000004
C1414,381.22657142857145
C2174,497.63883999999996
C2091,131.20988
C2335,630.9851
C1841,67.98512
C2404,139.6703909090909
C1683,394.829875
C1038,304.26256666666666
C2456,256.64345000000003
C1266,515.39652
C2152,32.7011
C1267,462.97992727272725
C2189,195.42745
