code,num
C1072,680.0092193046008
C1128,1197.8862992857603
C1456,554.3000304768294
C1840,584.3953979696082
C1332,1103.789376874165
C1563,1623.2872647246716
C1794,988.6584549850431
C1640,450.04101399172464
C1377,343.1137423688935
C2072,319.87260459303945
C1472,443.6970910564693
C1006,162.64370950043067
C1083,438.21315678330836
C1311,528.2504508197973
C2676,295.3972026058043
C2318,461.9787453207596
C1603,545.7141515446069
C2523,391.88523837737085
C2177,96.28912532871291
C2411,696.082555318126
C2033,256.1878179301857
C1604,412.1312722770755
C2535,426.04647300137185
C1040,453.88483459735266
C2417,405.0305831555876
C1812,145.59032778841893
C2253,190.20979093925928
C1294,482.9609143606015
C1772,503.7256620091743
C2646,426.4033165800016
C1152,898.9464514894138
C2423,182.31780584261162
C1844,516.7228691971926
C1318,491.17327518501884
C1729,161.80910667813143
C1602,406.70880115040154
C1239,446.3243573744173
C1721,524.6745201710629
C1902,772.568948079086
C1855,273.92284688915686
C2600,506.82098775853217
C1071,400.7646239320993
C2295,323.6104755238004
C1621,574.1575852973949
C1852,1022.5023206831601
C2555,1131.866000472722
C1297,497.27222975324713
C2323,576.0804828041798
C2215,418.08601398274095
C2112,327.83725248180707
C1830,733.1381220268215
C2602,332.7813816321502
C2608,1016.5186540575158
C1215,615.1207269957239
C2369,544.528145578573
C1158,256.1200639888485
C1887,506.4023437125097
C1189,301.14634710090775
C1637,429.4241480650027
C1225,210.28394062497514
C2374,383.0220554469939
C2397,536.596069289289
C1105,924.796875212347
C1782,407.64119091022087
C1629,234.06762588298884
C1708,307.5240566575765
C2144,534.2987688516023
C1617,897.0435617369393
C1149,527.5292247088087
C1323,452.1446852663257
C1064,687.9741962179139
C1019,246.48632262309067
C2269,578.6457762986182
C1416,835.0036248794232
C1250,964.4162099790816
C1741,478.0575026457675
C1016,643.8856451602181
C2675,952.1679010662693
C2436,633.105134646223
C2039,816.5640103662308
C1253,671.5274116168835
C2028,1121.9232493522702
C1166,246.00407960496813
C1135,257.0513199696373
C1216,325.9459206125028
C1593,228.1799160217636
C1826,152.42233615922393
C1827,290.98245660528374
C1564,367.4550192147471
C1495,981.3204913755175
C2653,771.0923249423303
C1392,577.8620581216018
C2128,339.3138016755342
C1282,543.9982606240957
C1521,1200.6556161816293
C2076,1009.3011699502894
C1060,639.2224610841911
C2473,1115.1921019458077
C2557,668.0310001189063
C1835,792.9650707982612
C2224,647.4816445783388
C2222,348.61094324782823
C2430,809.1144245325792
C2497,684.17042089678
C1494,1058.0139539873153
C1457,555.8006551933601
C1525,1116.356288645025
C1712,535.0733908345192
C2267,934.9982164837854
C1623,272.6303505371149
C2131,653.4102900831359
C2691,1114.0636449302785
C1147,949.9676479143772
C1692,948.0317233739136
C1570,751.5041497351941
C1474,258.86370942815284
C1633,129.98488062119432
C2113,573.4451664036434
C2175,945.4023191538768
C2303,1343.7690626975768
C2547,597.6184502385305
C2292,741.5400422871413
C1496,779.4193483423836
C1289,406.4502140771794
C1849,861.204083558245
C1003,217.04446213266377
C2268,408.308117260556
C2551,553.5604184042157
C2688,177.41396218993893
C1030,40.0
C1327,95.97544808716714
C2451,709.0148365398096
C1749,509.19755798114784
C1349,186.41040550406498
C2043,240.65412146553334
C1229,187.12576073022203
C2363,411.6128172102619
C1414,476.77949933736414
C2174,323.3859647393018
C2091,103.98422722372511
C2335,479.7478106314786
C1841,59.50572396846817
C2404,123.66737518182592
C1683,231.52871754986856
C1038,205.75208614962366
C2456,211.81718769632542
C1266,386.6331275130496
C2152,40.0
C1267,264.0149191035938
C2189,150.67461289649697
