code,num
C1072,673.2933480095311
C1128,1160.144732075917
C1456,553.0197915655078
C1840,580.296088800769
C1332,1074.4243018549928
C1563,1566.8162095345813
C1794,986.1078325197508
C1640,440.1288461563178
C1377,346.65536945557386
C2072,322.9296319884496
C1472,450.1687086191696
C1006,186.17944679867372
C1083,425.00734342495144
C1311,572.3341569085815
C2676,318.87656948349144
C2318,507.9624453400462
C1603,541.5308139936776
C2523,401.6844904204581
C2177,104.14295159487415
C2411,714.2272679331915
C2033,265.414303420553
C1604,414.89900562538196
C2535,424.64117405848253
C1040,479.03965656766997
C2417,407.8648307315584
C1812,150.3641666905613
C2253,204.09503712430043
C1294,480.56920033627756
C1772,478.24079884458956
C2646,425.2262599213501
C1152,926.0485637718836
C2423,210.82182626478593
C1844,525.8225543741702
C1318,543.4409525201423
C1729,154.65269788552143
C1602,401.1660968055735
C1239,455.1377301830817
C1721,545.1388803918124
C1902,781.1357073836509
C1855,290.9484023787493
C2600,508.61753460091586
C1071,399.1601696670269
C2295,332.22457029390955
C1621,585.7312830483336
C1852,1005.8810863974128
C2555,1119.0484734574432
C1297,486.8160904121746
C2323,567.3418415645986
C2215,437.94271844747163
C2112,332.21161632779666
C1830,733.8660408740634
C2602,356.7810237643632
C2608,990.0714980694527
C1215,625.9131637042743
C2369,545.1061153865377
C1158,257.5365501973392
C1887,519.676366889293
C1189,300.8308148623682
C1637,456.26607001617236
C1225,216.14414828640247
C2374,389.78644134107157
C2397,549.6299487906477
C1105,916.0687596166375
C1782,407.0127272250324
C1629,245.59514317587994
C1708,320.33978681253706
C2144,556.0927521488522
C1617,885.6908228587654
C1149,538.2919729570743
C1323,473.38141146590533
C1064,724.1594676697903
C1019,268.85955637931033
C2269,590.9008784713571
C1416,829.4698772272089
C1250,933.2195482396751
C1741,484.58261745655045
C1016,642.544191885704
C2675,878.9562435275151
C2436,606.9334735276841
C2039,820.5442967689273
C1253,677.1528052810316
C2028,1111.261960330262
C1166,250.26890171121022
C1135,295.98208503992197
C1216,333.1713460989617
C1593,219.83747226902895
C1826,167.12074425918536
C1827,308.29671579738584
C1564,359.0606560783029
C1495,940.9420409034589
C2653,770.7536651005832
C1392,592.7096022698018
C2128,376.0895525039173
C1282,553.1771692489492
C1521,1170.3414327059356
C2076,1038.1746678377476
C1060,645.0904204204319
C2473,1070.5213765356136
C2557,678.8652974016877
C1835,804.1700290527305
C2224,653.35430228336
C2222,358.26769133887956
C2430,826.0110342605673
C2497,684.6500372214302
C1494,998.1229420938929
C1457,567.0611414532277
C1525,1081.834123365079
C1712,545.052090610211
C2267,938.0369008212016
C1623,264.4008939480669
C2131,682.696220685379
C2691,1101.4468883342852
C1147,948.2613631393394
C1692,986.256487954721
C1570,790.9276043067539
C1474,248.79634109894494
C1633,148.8346953977209
C2113,583.3110108436164
C2175,905.1363429728414
C2303,1283.1969992325317
C2547,621.5399185313164
C2292,742.6676941085498
C1496,762.1951711931437
C1289,413.76296960960474
C1849,827.579489831792
C1003,195.8228269199875
C2268,403.1050670463967
C2551,564.5234884721863
C2688,175.73199596703557
C1030,1.416494768533937
C1327,75.6203386442877
C2451,709.6308287231647
C1749,510.0551936004545
C1349,196.04199943141703
C2043,223.74706110191394
C1229,166.47568824135692
C2363,420.9129968749944
C1414,494.98668464172533
C2174,358.8898571603315
C2091,107.2289164784664
C2335,367.0884007643039
C1841,52.87891657523371
C2404,112.98178415018901
C1683,249.58196527811407
C1038,198.2276824813142
C2456,247.45658890305526
C1266,405.80265552711893
C2152,0.0
C1267,278.0070086645686
C2189,191.035419168351
